CVE_ENT,CODIGO,ID_ESTRATO,Unidades_Economicas
22,56,0 a 5 personas,1185
22,56,6 a 10 personas,125
22,61,0 a 5 personas,795
22,61,6 a 10 personas,542
22,62,0 a 5 personas,4270
22,62,6 a 10 personas,395
22,71,0 a 5 personas,749
22,71,6 a 10 personas,113
22,72,0 a 5 personas,11341
22,72,6 a 10 personas,1103
22,81,0 a 5 personas,11832
22,81,6 a 10 personas,658
23,21,0 a 5 personas,2
23,21,6 a 10 personas,3
23,22,0 a 5 personas,72
23,22,6 a 10 personas,8
23,23,0 a 5 personas,146
23,23,6 a 10 personas,52
23,31,0 a 5 personas,1736
23,31,6 a 10 personas,138
23,32,0 a 5 personas,501
23,32,6 a 10 personas,68
23,33,0 a 5 personas,824
23,33,6 a 10 personas,66
23,43,0 a 5 personas,1076
23,43,6 a 10 personas,294
23,46,0 a 5 personas,21953
23,46,6 a 10 personas,2421
23,48,0 a 5 personas,171
23,48,6 a 10 personas,65
23,49,0 a 5 personas,66
23,49,6 a 10 personas,12
23,51,0 a 5 personas,167
23,51,6 a 10 personas,50
23,52,0 a 5 personas,2331
23,52,6 a 10 personas,242
23,53,0 a 5 personas,942
23,53,6 a 10 personas,272
23,54,0 a 5 personas,1017
23,54,6 a 10 personas,233
23,55,0 a 5 personas,3
23,55,6 a 10 personas,3
23,56,0 a 5 personas,919
23,56,6 a 10 personas,178
23,61,0 a 5 personas,564
23,61,6 a 10 personas,365
23,62,0 a 5 personas,1749
23,62,6 a 10 personas,261
23,71,0 a 5 personas,704
23,71,6 a 10 personas,123
23,72,0 a 5 personas,8561
23,72,6 a 10 personas,1534
23,81,0 a 5 personas,9300
23,81,6 a 10 personas,681
24,21,0 a 5 personas,89
24,21,6 a 10 personas,20
24,22,0 a 5 personas,192
24,22,6 a 10 personas,33
24,23,0 a 5 personas,307
24,23,6 a 10 personas,104
24,31,0 a 5 personas,4547
24,31,6 a 10 personas,368
24,32,0 a 5 personas,1787
24,32,6 a 10 personas,150
24,33,0 a 5 personas,2492
24,33,6 a 10 personas,234
24,43,0 a 5 personas,2746
24,43,6 a 10 personas,525
24,46,0 a 5 personas,41759
24,46,6 a 10 personas,1691
24,48,0 a 5 personas,362
24,48,6 a 10 personas,99
24,49,0 a 5 personas,88
24,49,6 a 10 personas,16
24,51,0 a 5 personas,326
24,51,6 a 10 personas,63
24,52,0 a 5 personas,1398
24,52,6 a 10 personas,285
24,53,0 a 5 personas,1768
24,53,6 a 10 personas,111
24,54,0 a 5 personas,1880
24,54,6 a 10 personas,261
24,55,0 a 5 personas,1
24,55,6 a 10 personas,1
24,56,0 a 5 personas,1462
24,56,6 a 10 personas,102
24,61,0 a 5 personas,1062
24,61,6 a 10 personas,626
24,62,0 a 5 personas,4450
24,62,6 a 10 personas,357
24,71,0 a 5 personas,1152
24,71,6 a 10 personas,131
24,72,0 a 5 personas,14213
24,72,6 a 10 personas,1009
24,81,0 a 5 personas,15824
24,81,6 a 10 personas,701
25,21,0 a 5 personas,22
25,21,6 a 10 personas,9
25,22,0 a 5 personas,144
25,22,6 a 10 personas,18
25,23,0 a 5 personas,396
25,23,6 a 10 personas,135
25,31,0 a 5 personas,6058
25,31,6 a 10 personas,346
25,32,0 a 5 personas,1705
25,32,6 a 10 personas,156
25,33,0 a 5 personas,2569
25,33,6 a 10 personas,169
25,43,0 a 5 personas,2799
25,43,6 a 10 personas,724
25,46,0 a 5 personas,38409
25,46,6 a 10 personas,3179
25,48,0 a 5 personas,409
25,48,6 a 10 personas,103
25,49,0 a 5 personas,155
25,49,6 a 10 personas,39
25,51,0 a 5 personas,324
25,51,6 a 10 personas,51
25,52,0 a 5 personas,2288
25,52,6 a 10 personas,383
25,53,0 a 5 personas,1835
25,53,6 a 10 personas,177
25,54,0 a 5 personas,2002
25,54,6 a 10 personas,387
25,55,0 a 5 personas,6
25,56,0 a 5 personas,1088
25,56,6 a 10 personas,123
25,61,0 a 5 personas,1142
25,61,6 a 10 personas,572
25,62,0 a 5 personas,5767
25,62,6 a 10 personas,565
25,71,0 a 5 personas,1156
25,71,6 a 10 personas,148
25,72,0 a 5 personas,12865
25,72,6 a 10 personas,1647
25,81,0 a 5 personas,19954
25,81,6 a 10 personas,996
26,21,0 a 5 personas,69
26,21,6 a 10 personas,33
26,22,0 a 5 personas,215
26,22,6 a 10 personas,47
26,23,0 a 5 personas,476
26,23,6 a 10 personas,212
26,31,0 a 5 personas,6551
26,31,6 a 10 personas,561
26,32,0 a 5 personas,1650
26,32,6 a 10 personas,158
26,33,0 a 5 personas,2525
26,33,6 a 10 personas,210
26,43,0 a 5 personas,2678
26,43,6 a 10 personas,781
26,46,0 a 5 personas,33138
26,46,6 a 10 personas,3158
26,48,0 a 5 personas,565
26,48,6 a 10 personas,172
26,49,0 a 5 personas,176
26,49,6 a 10 personas,42
26,51,0 a 5 personas,463
26,51,6 a 10 personas,75
26,52,0 a 5 personas,2745
26,52,6 a 10 personas,398
26,53,0 a 5 personas,1930
26,53,6 a 10 personas,198
26,54,0 a 5 personas,2402
26,54,6 a 10 personas,455
26,55,0 a 5 personas,6
26,55,6 a 10 personas,2
26,56,0 a 5 personas,836
26,56,6 a 10 personas,145
26,61,0 a 5 personas,1259
26,61,6 a 10 personas,970
26,62,0 a 5 personas,4875
26,62,6 a 10 personas,616
26,71,0 a 5 personas,1027
26,71,6 a 10 personas,148
26,72,0 a 5 personas,10988
26,72,6 a 10 personas,1441
26,81,0 a 5 personas,19840
26,81,6 a 10 personas,1236
27,21,0 a 5 personas,9
27,21,6 a 10 personas,6
27,22,0 a 5 personas,285
27,22,6 a 10 personas,19
27,23,0 a 5 personas,190
27,23,6 a 10 personas,78
27,31,0 a 5 personas,3586
27,31,6 a 10 personas,226
27,32,0 a 5 personas,1302
27,32,6 a 10 personas,52
27,33,0 a 5 personas,1897
27,33,6 a 10 personas,42
27,43,0 a 5 personas,1586
27,43,6 a 10 personas,264
27,46,0 a 5 personas,28883
27,46,6 a 10 personas,1600
27,48,0 a 5 personas,225
27,48,6 a 10 personas,81
27,49,0 a 5 personas,52
27,49,6 a 10 personas,13
27,51,0 a 5 personas,247
27,51,6 a 10 personas,49
27,52,0 a 5 personas,1142
27,52,6 a 10 personas,301
27,53,0 a 5 personas,849
27,53,6 a 10 personas,72
27,54,0 a 5 personas,1270
27,54,6 a 10 personas,166
27,55,0 a 5 personas,2
27,56,0 a 5 personas,1160
27,56,6 a 10 personas,80
27,61,0 a 5 personas,588
27,61,6 a 10 personas,400
27,62,0 a 5 personas,2901
27,62,6 a 10 personas,296
27,71,0 a 5 personas,842
27,71,6 a 10 personas,69
27,72,0 a 5 personas,11361
27,72,6 a 10 personas,719
27,81,0 a 5 personas,12540
27,81,6 a 10 personas,884
28,21,0 a 5 personas,17
28,21,6 a 10 personas,7
28,22,0 a 5 personas,156
28,22,6 a 10 personas,29
28,23,0 a 5 personas,354
28,23,6 a 10 personas,141
28,31,0 a 5 personas,4039
28,31,6 a 10 personas,323
28,32,0 a 5 personas,1448
28,32,6 a 10 personas,136
28,33,0 a 5 personas,2404
28,33,6 a 10 personas,162
28,43,0 a 5 personas,2050
28,43,6 a 10 personas,468
28,46,0 a 5 personas,45200
28,46,6 a 10 personas,2978
28,48,0 a 5 personas,836
28,48,6 a 10 personas,351
28,49,0 a 5 personas,150
28,49,6 a 10 personas,45
28,51,0 a 5 personas,343
28,51,6 a 10 personas,70
28,52,0 a 5 personas,3025
28,52,6 a 10 personas,597
28,53,0 a 5 personas,1817
28,53,6 a 10 personas,121
28,54,0 a 5 personas,2043
28,54,6 a 10 personas,284
28,55,0 a 5 personas,3
28,55,6 a 10 personas,1
28,56,0 a 5 personas,1020
28,56,6 a 10 personas,96
28,61,0 a 5 personas,1171
28,61,6 a 10 personas,926
28,62,0 a 5 personas,5332
28,62,6 a 10 personas,488
28,71,0 a 5 personas,1389
28,71,6 a 10 personas,116
28,72,0 a 5 personas,13413
28,72,6 a 10 personas,1405
28,81,0 a 5 personas,24363
28,81,6 a 10 personas,1224
29,21,0 a 5 personas,7
29,21,6 a 10 personas,3
29,22,0 a 5 personas,114
29,22,6 a 10 personas,21
29,23,0 a 5 personas,114
29,23,6 a 10 personas,31
29,31,0 a 5 personas,8499
29,31,6 a 10 personas,414
29,32,0 a 5 personas,1404
29,32,6 a 10 personas,100
29,33,0 a 5 personas,1794
29,33,6 a 10 personas,78
29,43,0 a 5 personas,1811
29,43,6 a 10 personas,123
29,46,0 a 5 personas,36362
29,46,6 a 10 personas,540
29,48,0 a 5 personas,115
29,48,6 a 10 personas,39
29,49,0 a 5 personas,41
29,49,6 a 10 personas,8
29,51,0 a 5 personas,214
29,51,6 a 10 personas,20
29,52,0 a 5 personas,470
29,52,6 a 10 personas,120
29,53,0 a 5 personas,960
29,53,6 a 10 personas,40
29,54,0 a 5 personas,906
29,54,6 a 10 personas,75
29,55,0 a 5 personas,1
29,55,6 a 10 personas,1
29,56,0 a 5 personas,1106
29,56,6 a 10 personas,23
29,61,0 a 5 personas,604
29,61,6 a 10 personas,416
29,62,0 a 5 personas,2259
29,62,6 a 10 personas,231
29,71,0 a 5 personas,870
29,71,6 a 10 personas,102
29,72,0 a 5 personas,7932
29,72,6 a 10 personas,373
29,81,0 a 5 personas,10070
29,81,6 a 10 personas,331
30,21,0 a 5 personas,20
30,21,6 a 10 personas,19
30,22,0 a 5 personas,286
30,22,6 a 10 personas,84
30,23,0 a 5 personas,571
30,23,6 a 10 personas,162
30,31,0 a 5 personas,16758
30,31,6 a 10 personas,880
30,32,0 a 5 personas,4069
30,32,6 a 10 personas,205
30,33,0 a 5 personas,7496
30,33,6 a 10 personas,186
30,43,0 a 5 personas,6211
30,43,6 a 10 personas,844
30,46,0 a 5 personas,124797
30,46,6 a 10 personas,4211
30,48,0 a 5 personas,825
30,48,6 a 10 personas,290
30,49,0 a 5 personas,257
30,49,6 a 10 personas,48
30,51,0 a 5 personas,955
30,51,6 a 10 personas,150
30,52,0 a 5 personas,3855
30,52,6 a 10 personas,949
30,53,0 a 5 personas,3079
30,53,6 a 10 personas,180
30,54,0 a 5 personas,4349
30,54,6 a 10 personas,475
30,55,0 a 5 personas,5
30,55,6 a 10 personas,3
30,56,0 a 5 personas,3915
30,56,6 a 10 personas,156
30,61,0 a 5 personas,3529
30,61,6 a 10 personas,2506
30,62,0 a 5 personas,10927
30,62,6 a 10 personas,1114
30,71,0 a 5 personas,3093
30,71,6 a 10 personas,276
30,72,0 a 5 personas,44966
30,72,6 a 10 personas,2647
30,81,0 a 5 personas,46892
30,81,6 a 10 personas,2190
31,21,0 a 5 personas,7
31,21,6 a 10 personas,10
31,22,0 a 5 personas,136
31,22,6 a 10 personas,42
31,23,0 a 5 personas,361
31,23,6 a 10 personas,142
31,31,0 a 5 personas,21842
31,31,6 a 10 personas,703
31,32,0 a 5 personas,1465
31,32,6 a 10 personas,152
31,33,0 a 5 personas,2192
31,33,6 a 10 personas,172
31,43,0 a 5 personas,2372
31,43,6 a 10 personas,506
31,46,0 a 5 personas,38004
31,46,6 a 10 personas,2308
31,48,0 a 5 personas,224
31,48,6 a 10 personas,82
31,49,0 a 5 personas,80
31,49,6 a 10 personas,15
31,51,0 a 5 personas,359
31,51,6 a 10 personas,59
31,52,0 a 5 personas,1748
31,52,6 a 10 personas,295
31,53,0 a 5 personas,1594
31,53,6 a 10 personas,172
31,54,0 a 5 personas,1686
31,54,6 a 10 personas,385
31,55,0 a 5 personas,3
31,55,6 a 10 personas,3
31,56,0 a 5 personas,1184
31,56,6 a 10 personas,165
31,61,0 a 5 personas,1312
31,61,6 a 10 personas,661
31,62,0 a 5 personas,4191
31,62,6 a 10 personas,509
31,71,0 a 5 personas,1470
31,71,6 a 10 personas,127
31,72,0 a 5 personas,15128
31,72,6 a 10 personas,1448
31,81,0 a 5 personas,15371
31,81,6 a 10 personas,1045
32,21,0 a 5 personas,73
32,21,6 a 10 personas,18
32,22,0 a 5 personas,88
32,22,6 a 10 personas,26
32,23,0 a 5 personas,159
32,23,6 a 10 personas,61
32,31,0 a 5 personas,2620
32,31,6 a 10 personas,240
32,32,0 a 5 personas,1524
32,32,6 a 10 personas,56
32,33,0 a 5 personas,1729
32,33,6 a 10 personas,43
32,43,0 a 5 personas,1625
32,43,6 a 10 personas,230
32,46,0 a 5 personas,26920
32,46,6 a 10 personas,1009
32,48,0 a 5 personas,219
32,48,6 a 10 personas,49
32,49,0 a 5 personas,81
32,49,6 a 10 personas,8
32,51,0 a 5 personas,301
32,51,6 a 10 personas,52
32,52,0 a 5 personas,675
32,52,6 a 10 personas,121
32,53,0 a 5 personas,1020
32,53,6 a 10 personas,34
32,54,0 a 5 personas,1177
32,54,6 a 10 personas,100
32,55,6 a 10 personas,1
32,56,0 a 5 personas,721
32,56,6 a 10 personas,35
32,61,0 a 5 personas,525
32,61,6 a 10 personas,336
32,62,0 a 5 personas,3095
32,62,6 a 10 personas,290
32,71,0 a 5 personas,1016
32,71,6 a 10 personas,85
32,72,0 a 5 personas,7728
32,72,6 a 10 personas,609
32,81,0 a 5 personas,9871
32,81,6 a 10 personas,348
